시도,시군구,연도,월,사망자수
광주,서구,2019년,02월,0.0
광주,서구,2019년,03월,0.0
광주,서구,2019년,04월,0.0
광주,서구,2019년,05월,0.0
광주,서구,2019년,06월,1.0
광주,서구,2019년,07월,1.0
광주,서구,2019년,08월,1.0
광주,서구,2019년,09월,0.0
광주,서구,2019년,10월,2.0
광주,서구,2019년,11월,2.0
광주,서구,2019년,12월,0.0
광주,서구,2020년,01월,1.0
광주,서구,2020년,02월,3.0
광주,서구,2020년,03월,0.0
광주,서구,2020년,04월,0.0
광주,서구,2020년,05월,0.0
광주,서구,2020년,06월,0.0
광주,서구,2020년,07월,0.0
광주,서구,2020년,08월,1.0
광주,서구,2020년,09월,3.0
광주,서구,2020년,10월,0.0
광주,서구,2020년,11월,0.0
광주,서구,2020년,12월,1.0
광주,북구,2018년,01월,2.0
광주,북구,2018년,02월,2.0
광주,북구,2018년,03월,1.0
광주,북구,2018년,04월,2.0
광주,북구,2018년,05월,2.0
광주,북구,2018년,06월,1.0
광주,북구,2018년,07월,3.0
광주,북구,2018년,08월,2.0
광주,북구,2018년,09월,2.0
광주,북구,2018년,10월,3.0
광주,북구,2018년,11월,4.0
광주,북구,2018년,12월,1.0
광주,북구,2019년,01월,1.0
광주,북구,2019년,02월,1.0
광주,북구,2019년,03월,1.0
광주,북구,2019년,04월,1.0
광주,북구,2019년,05월,0.0
광주,북구,2019년,06월,1.0
광주,북구,2019년,07월,2.0
광주,북구,2019년,08월,3.0
광주,북구,2019년,09월,1.0
광주,북구,2019년,10월,1.0
광주,북구,2019년,11월,2.0
광주,북구,2019년,12월,1.0
광주,북구,2020년,01월,0.0
광주,북구,2020년,02월,1.0
광주,북구,2020년,03월,5.0
광주,북구,2020년,04월,1.0
광주,북구,2020년,05월,4.0
광주,북구,2020년,06월,1.0
광주,북구,2020년,07월,2.0
광주,북구,2020년,08월,2.0
광주,북구,2020년,09월,1.0
광주,북구,2020년,10월,4.0
광주,북구,2020년,11월,3.0
광주,북구,2020년,12월,1.0
광주,광산구,2018년,01월,2.0
광주,광산구,2018년,02월,1.0
광주,광산구,2018년,03월,2.0
광주,광산구,2018년,04월,5.0
광주,광산구,2018년,05월,4.0
광주,광산구,2018년,06월,2.0
광주,광산구,2018년,07월,1.0
광주,광산구,2018년,08월,1.0
광주,광산구,2018년,09월,0.0
광주,광산구,2018년,10월,4.0
광주,광산구,2018년,11월,3.0
광주,광산구,2018년,12월,1.0
광주,광산구,2019년,01월,1.0
광주,광산구,2019년,02월,1.0
광주,광산구,2019년,03월,1.0
광주,광산구,2019년,04월,0.0
광주,광산구,2019년,05월,3.0
광주,광산구,2019년,06월,2.0
광주,광산구,2019년,07월,1.0
광주,광산구,2019년,08월,3.0
광주,광산구,2019년,09월,0.0
광주,광산구,2019년,10월,1.0
광주,광산구,2019년,11월,2.0
광주,광산구,2019년,12월,0.0
광주,광산구,2020년,01월,3.0
광주,광산구,2020년,02월,0.0
광주,광산구,2020년,03월,1.0
광주,광산구,2020년,04월,2.0
광주,광산구,2020년,05월,1.0
광주,광산구,2020년,06월,0.0
광주,광산구,2020년,07월,0.0
광주,광산구,2020년,08월,3.0
광주,광산구,2020년,09월,0.0
광주,광산구,2020년,10월,1.0
광주,광산구,2020년,11월,3.0
광주,광산구,2020년,12월,1.0
광주,남구,2018년,01월,1.0
광주,남구,2018년,02월,1.0
광주,남구,2018년,03월,2.0
광주,남구,2018년,04월,0.0
광주,남구,2018년,05월,0.0
광주,남구,2018년,06월,1.0
광주,남구,2018년,07월,0.0
광주,남구,2018년,08월,2.0
광주,남구,2018년,09월,2.0
광주,남구,2018년,10월,2.0
광주,남구,2018년,11월,0.0
광주,남구,2018년,12월,0.0
광주,남구,2019년,01월,0.0
광주,남구,2019년,02월,0.0
광주,남구,2019년,03월,1.0
광주,남구,2019년,04월,0.0
광주,남구,2019년,05월,0.0
광주,남구,2019년,06월,3.0
광주,남구,2019년,07월,0.0
광주,남구,2019년,08월,1.0
광주,남구,2019년,09월,0.0
광주,남구,2019년,10월,0.0
광주,남구,2019년,11월,0.0
광주,남구,2019년,12월,1.0
광주,남구,2020년,01월,1.0
광주,남구,2020년,02월,1.0
광주,남구,2020년,03월,0.0
광주,남구,2020년,04월,3.0
광주,남구,2020년,05월,1.0
광주,남구,2020년,06월,0.0
광주,남구,2020년,07월,1.0
광주,남구,2020년,08월,0.0
광주,남구,2020년,09월,0.0
광주,남구,2020년,10월,2.0
광주,남구,2020년,11월,2.0
광주,남구,2020년,12월,0.0
대전,동구,2018년,01월,3.0
대전,동구,2018년,02월,2.0
대전,동구,2018년,03월,1.0
대전,동구,2018년,04월,2.0
대전,동구,2018년,05월,2.0
대전,동구,2018년,06월,1.0
대전,동구,2018년,07월,2.0
대전,동구,2018년,08월,1.0
대전,동구,2018년,09월,3.0
대전,동구,2018년,10월,3.0
대전,동구,2018년,11월,2.0
대전,동구,2018년,12월,2.0
대전,동구,2019년,01월,1.0
대전,동구,2019년,02월,2.0
대전,동구,2019년,03월,1.0
대전,동구,2019년,04월,0.0
대전,동구,2019년,05월,1.0
대전,동구,2019년,06월,0.0
대전,동구,2019년,07월,2.0
대전,동구,2019년,08월,0.0
대전,동구,2019년,09월,1.0
대전,동구,2019년,10월,1.0
대전,동구,2019년,11월,2.0
대전,동구,2019년,12월,3.0
대전,동구,2020년,01월,3.0
대전,동구,2020년,02월,0.0
대전,동구,2020년,03월,3.0
대전,동구,2020년,04월,2.0
대전,동구,2020년,05월,2.0
대전,동구,2020년,06월,1.0
대전,동구,2020년,07월,0.0
대전,동구,2020년,08월,1.0
대전,동구,2020년,09월,1.0
대전,동구,2020년,10월,0.0
대전,동구,2020년,11월,3.0
대전,동구,2020년,12월,0.0
대전,중구,2018년,01월,2.0
대전,중구,2018년,02월,2.0
대전,중구,2018년,03월,2.0
대전,중구,2018년,04월,1.0
대전,중구,2018년,05월,2.0
대전,중구,2018년,06월,0.0
대전,중구,2018년,07월,0.0
대전,중구,2018년,08월,0.0
대전,중구,2018년,09월,0.0
대전,중구,2018년,10월,1.0
대전,중구,2018년,11월,0.0
대전,중구,2018년,12월,2.0
대전,중구,2019년,01월,1.0
대전,중구,2019년,02월,1.0
대전,중구,2019년,03월,2.0
대전,중구,2019년,04월,1.0
대전,중구,2019년,05월,2.0
대전,중구,2019년,06월,1.0
대전,중구,2019년,07월,3.0
대전,중구,2019년,08월,1.0
대전,중구,2019년,09월,0.0
대전,중구,2019년,10월,0.0
대전,중구,2019년,11월,0.0
대전,중구,2019년,12월,0.0
대전,중구,2020년,01월,2.0
대전,중구,2020년,02월,0.0
대전,중구,2020년,03월,2.0
대전,중구,2020년,04월,1.0
대전,중구,2020년,05월,0.0
대전,중구,2020년,06월,1.0
대전,중구,2020년,07월,0.0
대전,중구,2020년,08월,2.0
대전,중구,2020년,09월,0.0
대전,중구,2020년,10월,1.0
대전,중구,2020년,11월,1.0
대전,중구,2020년,12월,1.0
대전,서구,2018년,01월,2.0
대전,서구,2018년,02월,2.0
대전,서구,2018년,03월,0.0
대전,서구,2018년,04월,3.0
대전,서구,2018년,05월,2.0
대전,서구,2018년,06월,2.0
대전,서구,2018년,07월,2.0
대전,서구,2018년,08월,2.0
대전,서구,2018년,09월,2.0
대전,서구,2018년,10월,3.0
대전,서구,2018년,11월,1.0
대전,서구,2018년,12월,1.0
대전,서구,2019년,01월,2.0
대전,서구,2019년,02월,1.0
대전,서구,2019년,03월,0.0
대전,서구,2019년,04월,2.0
대전,서구,2019년,05월,5.0
대전,서구,2019년,06월,1.0
대전,서구,2019년,07월,1.0
대전,서구,2019년,08월,1.0
대전,서구,2019년,09월,3.0
대전,서구,2019년,10월,1.0
대전,서구,2019년,11월,5.0
대전,서구,2019년,12월,1.0
대전,서구,2020년,01월,2.0
대전,서구,2020년,02월,2.0
대전,서구,2020년,03월,0.0
대전,서구,2020년,04월,1.0
대전,서구,2020년,05월,3.0
대전,서구,2020년,06월,3.0
대전,서구,2020년,07월,3.0
대전,서구,2020년,08월,3.0
대전,서구,2020년,09월,1.0
대전,서구,2020년,10월,0.0
대전,서구,2020년,11월,1.0
대전,서구,2020년,12월,0.0
대전,유성구,2018년,01월,1.0
대전,유성구,2018년,02월,0.0
대전,유성구,2018년,03월,4.0
대전,유성구,2018년,04월,2.0
대전,유성구,2018년,05월,4.0
대전,유성구,2018년,06월,1.0
대전,유성구,2018년,07월,0.0
대전,유성구,2018년,08월,2.0
대전,유성구,2018년,09월,3.0
대전,유성구,2018년,10월,3.0
대전,유성구,2018년,11월,1.0
대전,유성구,2018년,12월,1.0
대전,유성구,2019년,01월,0.0
대전,유성구,2019년,02월,2.0
대전,유성구,2019년,03월,1.0
대전,유성구,2019년,04월,1.0
대전,유성구,2019년,05월,1.0
대전,유성구,2019년,06월,0.0
대전,유성구,2019년,07월,2.0
대전,유성구,2019년,08월,3.0
대전,유성구,2019년,09월,3.0
대전,유성구,2019년,10월,1.0
대전,유성구,2019년,11월,0.0
대전,유성구,2019년,12월,0.0
대전,유성구,2020년,01월,0.0
대전,유성구,2020년,02월,1.0
대전,유성구,2020년,03월,0.0
대전,유성구,2020년,04월,1.0
대전,유성구,2020년,05월,1.0
대전,유성구,2020년,06월,0.0
대전,유성구,2020년,07월,2.0
대전,유성구,2020년,08월,0.0
대전,유성구,2020년,09월,2.0
대전,유성구,2020년,10월,0.0
대전,유성구,2020년,11월,1.0
대전,유성구,2020년,12월,0.0
대전,대덕구,2018년,01월,3.0
대전,대덕구,2018년,02월,1.0
대전,대덕구,2018년,03월,2.0
대전,대덕구,2018년,04월,0.0
대전,대덕구,2018년,05월,1.0
대전,대덕구,2018년,06월,1.0
대전,대덕구,2018년,07월,0.0
대전,대덕구,2018년,08월,1.0
대전,대덕구,2018년,09월,1.0
대전,대덕구,2018년,10월,1.0
대전,대덕구,2018년,11월,2.0
대전,대덕구,2018년,12월,0.0
대전,대덕구,2019년,01월,2.0
대전,대덕구,2019년,02월,0.0
대전,대덕구,2019년,03월,0.0
대전,대덕구,2019년,04월,1.0
대전,대덕구,2019년,05월,1.0
대전,대덕구,2019년,06월,1.0
대전,대덕구,2019년,07월,2.0
대전,대덕구,2019년,08월,2.0
대전,대덕구,2019년,09월,0.0
대전,대덕구,2019년,10월,2.0
대전,대덕구,2019년,11월,2.0
대전,대덕구,2019년,12월,1.0
대전,대덕구,2020년,01월,1.0
대전,대덕구,2020년,02월,2.0
대전,대덕구,2020년,03월,1.0
대전,대덕구,2020년,04월,1.0
대전,대덕구,2020년,05월,2.0
대전,대덕구,2020년,06월,1.0
대전,대덕구,2020년,07월,1.0
대전,대덕구,2020년,08월,0.0
대전,대덕구,2020년,09월,1.0
대전,대덕구,2020년,10월,1.0
대전,대덕구,2020년,11월,1.0
대전,대덕구,2020년,12월,0.0
울산,중구,2018년,01월,2.0
울산,중구,2018년,02월,2.0
울산,중구,2018년,03월,1.0
울산,중구,2018년,04월,1.0
울산,중구,2018년,05월,1.0
울산,중구,2018년,06월,0.0
울산,중구,2018년,07월,1.0
울산,중구,2018년,08월,0.0
울산,중구,2018년,09월,0.0
울산,중구,2018년,10월,0.0
울산,중구,2018년,11월,2.0
울산,중구,2018년,12월,0.0
울산,중구,2019년,01월,0.0
울산,중구,2019년,02월,0.0
울산,중구,2019년,03월,1.0
울산,중구,2019년,04월,1.0
울산,중구,2019년,05월,0.0
울산,중구,2019년,06월,0.0
울산,중구,2019년,07월,0.0
울산,중구,2019년,08월,1.0
울산,중구,2019년,09월,0.0
울산,중구,2019년,10월,1.0
울산,중구,2019년,11월,0.0
울산,중구,2019년,12월,1.0
울산,중구,2020년,01월,0.0
울산,중구,2020년,02월,1.0
울산,중구,2020년,03월,2.0
울산,중구,2020년,04월,1.0
울산,중구,2020년,05월,0.0
울산,중구,2020년,06월,1.0
울산,중구,2020년,07월,1.0
울산,중구,2020년,08월,1.0
울산,중구,2020년,09월,1.0
울산,중구,2020년,10월,0.0
울산,중구,2020년,11월,0.0
울산,중구,2020년,12월,0.0
울산,남구,2018년,01월,3.0
울산,남구,2018년,02월,2.0
울산,남구,2018년,03월,2.0
울산,남구,2018년,04월,3.0
울산,남구,2018년,05월,3.0
울산,남구,2018년,06월,1.0
울산,남구,2018년,07월,2.0
울산,남구,2018년,08월,2.0
울산,남구,2018년,09월,3.0
울산,남구,2018년,10월,0.0
울산,남구,2018년,11월,1.0
울산,남구,2018년,12월,1.0
울산,남구,2019년,01월,0.0
울산,남구,2019년,02월,0.0
울산,남구,2019년,03월,0.0
울산,남구,2019년,04월,1.0
울산,남구,2019년,05월,1.0
울산,남구,2019년,06월,1.0
울산,남구,2019년,07월,1.0
울산,남구,2019년,08월,1.0
울산,남구,2019년,09월,1.0
울산,남구,2019년,10월,0.0
울산,남구,2019년,11월,2.0
울산,남구,2019년,12월,1.0
울산,남구,2020년,01월,0.0
울산,남구,2020년,02월,0.0
울산,남구,2020년,03월,0.0
울산,남구,2020년,04월,1.0
울산,남구,2020년,05월,1.0
울산,남구,2020년,06월,2.0
울산,남구,2020년,07월,1.0
울산,남구,2020년,08월,1.0
울산,남구,2020년,09월,1.0
울산,남구,2020년,10월,2.0
울산,남구,2020년,11월,1.0
울산,남구,2020년,12월,1.0
울산,동구,2018년,01월,0.0
울산,동구,2018년,02월,1.0
울산,동구,2018년,03월,2.0
울산,동구,2018년,04월,0.0
울산,동구,2018년,05월,0.0
울산,동구,2018년,06월,0.0
울산,동구,2018년,07월,0.0
울산,동구,2018년,08월,1.0
울산,동구,2018년,09월,0.0
울산,동구,2018년,10월,0.0
울산,동구,2018년,11월,2.0
울산,동구,2018년,12월,0.0
울산,동구,2019년,01월,0.0
울산,동구,2019년,02월,0.0
울산,동구,2019년,03월,0.0
울산,동구,2019년,04월,0.0
울산,동구,2019년,05월,0.0
울산,동구,2019년,06월,0.0
울산,동구,2019년,07월,0.0
울산,동구,2019년,08월,0.0
울산,동구,2019년,09월,1.0
울산,동구,2019년,10월,0.0
울산,동구,2019년,11월,0.0
울산,동구,2019년,12월,0.0
울산,동구,2020년,01월,0.0
울산,동구,2020년,02월,0.0
울산,동구,2020년,03월,1.0
울산,동구,2020년,04월,1.0
울산,동구,2020년,05월,0.0
울산,동구,2020년,06월,1.0
울산,동구,2020년,07월,0.0
울산,동구,2020년,08월,0.0
울산,동구,2020년,09월,0.0
울산,동구,2020년,10월,0.0
울산,동구,2020년,11월,0.0
울산,동구,2020년,12월,0.0
울산,북구,2018년,01월,0.0
울산,북구,2018년,02월,0.0
울산,북구,2018년,03월,4.0
울산,북구,2018년,04월,3.0
울산,북구,2018년,05월,2.0
울산,북구,2018년,06월,2.0
울산,북구,2018년,07월,0.0
울산,북구,2018년,08월,3.0
울산,북구,2018년,09월,0.0
울산,북구,2018년,10월,1.0
울산,북구,2018년,11월,0.0
울산,북구,2018년,12월,1.0
울산,북구,2019년,01월,0.0
울산,북구,2019년,02월,2.0
울산,북구,2019년,03월,0.0
울산,북구,2019년,04월,2.0
울산,북구,2019년,05월,1.0
울산,북구,2019년,06월,0.0
울산,북구,2019년,07월,0.0
울산,북구,2019년,08월,1.0
울산,북구,2019년,09월,1.0
울산,북구,2019년,10월,4.0
울산,북구,2019년,11월,0.0
울산,북구,2019년,12월,2.0
울산,북구,2020년,01월,2.0
울산,북구,2020년,02월,2.0
울산,북구,2020년,03월,1.0
울산,북구,2020년,04월,5.0
울산,북구,2020년,05월,1.0
울산,북구,2020년,06월,1.0
울산,북구,2020년,07월,1.0
울산,북구,2020년,08월,0.0
울산,북구,2020년,09월,0.0
울산,북구,2020년,10월,0.0
울산,북구,2020년,11월,1.0
울산,북구,2020년,12월,0.0
울산,울주군,2018년,01월,3.0
울산,울주군,2018년,02월,0.0
울산,울주군,2018년,03월,1.0
울산,울주군,2018년,04월,0.0
울산,울주군,2018년,05월,3.0
울산,울주군,2018년,06월,3.0
울산,울주군,2018년,07월,2.0
울산,울주군,2018년,08월,2.0
울산,울주군,2018년,09월,3.0
울산,울주군,2018년,10월,3.0
울산,울주군,2018년,11월,3.0
울산,울주군,2018년,12월,1.0
울산,울주군,2019년,01월,3.0
울산,울주군,2019년,02월,1.0
울산,울주군,2019년,03월,5.0
울산,울주군,2019년,04월,3.0
울산,울주군,2019년,05월,1.0
울산,울주군,2019년,06월,4.0
울산,울주군,2019년,07월,1.0
울산,울주군,2019년,08월,0.0
울산,울주군,2019년,09월,0.0
울산,울주군,2019년,10월,3.0
울산,울주군,2019년,11월,1.0
울산,울주군,2019년,12월,5.0
울산,울주군,2020년,01월,2.0
울산,울주군,2020년,02월,3.0
울산,울주군,2020년,03월,0.0
울산,울주군,2020년,04월,2.0
울산,울주군,2020년,05월,0.0
울산,울주군,2020년,06월,1.0
울산,울주군,2020년,07월,2.0
울산,울주군,2020년,08월,0.0
울산,울주군,2020년,09월,1.0
울산,울주군,2020년,10월,1.0
울산,울주군,2020년,11월,2.0
울산,울주군,2020년,12월,1.0
세종,세종시,2018년,01월,4.0
세종,세종시,2018년,02월,0.0
세종,세종시,2018년,03월,4.0
세종,세종시,2018년,04월,2.0
세종,세종시,2018년,05월,2.0
세종,세종시,2018년,06월,3.0
세종,세종시,2018년,07월,0.0
세종,세종시,2018년,08월,1.0
세종,세종시,2018년,09월,4.0
세종,세종시,2018년,10월,0.0
세종,세종시,2018년,11월,0.0
세종,세종시,2018년,12월,0.0
세종,세종시,2019년,01월,0.0
세종,세종시,2019년,02월,0.0
세종,세종시,2019년,03월,2.0
세종,세종시,2019년,04월,1.0
세종,세종시,2019년,05월,2.0
세종,세종시,2019년,06월,3.0
세종,세종시,2019년,07월,1.0
세종,세종시,2019년,08월,1.0
세종,세종시,2019년,09월,1.0
세종,세종시,2019년,10월,1.0
세종,세종시,2019년,11월,3.0
세종,세종시,2019년,12월,0.0
세종,세종시,2020년,01월,0.0
세종,세종시,2020년,02월,0.0
세종,세종시,2020년,03월,3.0
세종,세종시,2020년,04월,0.0
세종,세종시,2020년,05월,1.0
세종,세종시,2020년,06월,0.0
세종,세종시,2020년,07월,1.0
세종,세종시,2020년,08월,0.0
세종,세종시,2020년,09월,0.0
세종,세종시,2020년,10월,1.0
세종,세종시,2020년,11월,0.0
세종,세종시,2020년,12월,1.0
경기,수원시,2018년,01월,1.0
경기,수원시,2018년,02월,2.0
경기,수원시,2018년,03월,2.0
경기,수원시,2018년,04월,3.0
경기,수원시,2018년,05월,2.0
경기,수원시,2018년,06월,4.0
경기,수원시,2018년,07월,2.0
경기,수원시,2018년,08월,4.0
경기,수원시,2018년,09월,4.0
경기,수원시,2018년,10월,6.0
경기,수원시,2018년,11월,7.0
경기,수원시,2018년,12월,2.0
경기,수원시,2019년,01월,2.0
경기,수원시,2019년,02월,2.0
경기,수원시,2019년,03월,2.0
경기,수원시,2019년,04월,4.0
경기,수원시,2019년,05월,2.0
경기,수원시,2019년,06월,1.0
경기,수원시,2019년,07월,0.0
경기,수원시,2019년,08월,4.0
경기,수원시,2019년,09월,2.0
경기,수원시,2019년,10월,3.0
경기,수원시,2019년,11월,4.0
경기,수원시,2019년,12월,5.0
경기,수원시,2020년,01월,4.0
경기,수원시,2020년,02월,4.0
경기,수원시,2020년,03월,4.0
경기,수원시,2020년,04월,1.0
경기,수원시,2020년,05월,3.0
경기,수원시,2020년,06월,2.0
경기,수원시,2020년,07월,2.0
경기,수원시,2020년,08월,4.0
경기,수원시,2020년,09월,1.0
경기,수원시,2020년,10월,3.0
경기,수원시,2020년,11월,1.0
경기,수원시,2020년,12월,0.0
경기,성남시,2018년,01월,5.0
경기,성남시,2018년,02월,2.0
경기,성남시,2018년,03월,4.0
경기,성남시,2018년,04월,4.0
경기,성남시,2018년,05월,1.0
경기,성남시,2018년,06월,4.0
경기,성남시,2018년,07월,1.0
경기,성남시,2018년,08월,3.0
경기,성남시,2018년,09월,2.0
경기,성남시,2018년,10월,5.0
경기,성남시,2018년,11월,3.0
경기,성남시,2018년,12월,3.0
경기,성남시,2019년,01월,5.0
경기,성남시,2019년,02월,5.0
경기,성남시,2019년,03월,4.0
경기,성남시,2019년,04월,3.0
경기,성남시,2019년,05월,3.0
경기,성남시,2019년,06월,0.0
경기,성남시,2019년,07월,2.0
경기,성남시,2019년,08월,4.0
경기,성남시,2019년,09월,1.0
경기,성남시,2019년,10월,4.0
경기,성남시,2019년,11월,3.0
경기,성남시,2019년,12월,5.0
경기,성남시,2020년,01월,3.0
경기,성남시,2020년,02월,1.0
경기,성남시,2020년,03월,1.0
경기,성남시,2020년,04월,1.0
경기,성남시,2020년,05월,3.0
경기,성남시,2020년,06월,5.0
경기,성남시,2020년,07월,1.0
경기,성남시,2020년,08월,1.0
경기,성남시,2020년,09월,4.0
경기,성남시,2020년,10월,5.0
경기,성남시,2020년,11월,6.0
경기,성남시,2020년,12월,0.0
경기,의정부시,2018년,01월,0.0
경기,의정부시,2018년,02월,4.0
경기,의정부시,2018년,03월,3.0
경기,의정부시,2018년,04월,2.0
경기,의정부시,2018년,05월,0.0
경기,의정부시,2018년,06월,2.0
경기,의정부시,2018년,07월,1.0
경기,의정부시,2018년,08월,0.0
경기,의정부시,2018년,09월,1.0
경기,의정부시,2018년,10월,1.0
경기,의정부시,2018년,11월,1.0
경기,의정부시,2018년,12월,4.0
경기,의정부시,2019년,01월,3.0
경기,의정부시,2019년,02월,1.0
경기,의정부시,2019년,03월,1.0
경기,의정부시,2019년,04월,1.0
경기,의정부시,2019년,05월,0.0
경기,의정부시,2019년,06월,1.0
경기,의정부시,2019년,07월,1.0
경기,의정부시,2019년,08월,0.0
경기,의정부시,2019년,09월,2.0
경기,의정부시,2019년,10월,5.0
경기,의정부시,2019년,11월,1.0
경기,의정부시,2019년,12월,1.0
경기,의정부시,2020년,01월,1.0
경기,의정부시,2020년,02월,2.0
경기,의정부시,2020년,03월,0.0
경기,의정부시,2020년,04월,0.0
경기,의정부시,2020년,05월,2.0
경기,의정부시,2020년,06월,1.0
경기,의정부시,2020년,07월,3.0
경기,의정부시,2020년,08월,1.0
경기,의정부시,2020년,09월,2.0
경기,의정부시,2020년,10월,1.0
경기,의정부시,2020년,11월,0.0
경기,의정부시,2020년,12월,0.0
경기,안양시,2018년,01월,0.0
경기,안양시,2018년,02월,2.0
경기,안양시,2018년,03월,3.0
경기,안양시,2018년,04월,1.0
경기,안양시,2018년,05월,2.0
경기,안양시,2018년,06월,0.0
경기,안양시,2018년,07월,1.0
경기,안양시,2018년,08월,0.0
경기,안양시,2018년,09월,1.0
경기,안양시,2018년,10월,1.0
경기,안양시,2018년,11월,2.0
경기,안양시,2018년,12월,1.0
경기,안양시,2019년,01월,0.0
경기,안양시,2019년,02월,2.0
경기,안양시,2019년,03월,3.0
경기,안양시,2019년,04월,1.0
경기,안양시,2019년,05월,1.0
경기,안양시,2019년,06월,0.0
경기,안양시,2019년,07월,0.0
경기,안양시,2019년,08월,0.0
경기,안양시,2019년,09월,3.0
경기,안양시,2019년,10월,3.0
경기,안양시,2019년,11월,4.0
경기,안양시,2019년,12월,3.0
경기,안양시,2020년,01월,0.0
경기,안양시,2020년,02월,0.0
경기,안양시,2020년,03월,0.0
경기,안양시,2020년,04월,1.0
경기,안양시,2020년,05월,2.0
경기,안양시,2020년,06월,2.0
경기,안양시,2020년,07월,0.0
경기,안양시,2020년,08월,0.0
경기,안양시,2020년,09월,0.0
경기,안양시,2020년,10월,3.0
경기,안양시,2020년,11월,1.0
경기,안양시,2020년,12월,0.0
경기,부천시,2018년,01월,1.0
경기,부천시,2018년,02월,1.0
경기,부천시,2018년,03월,2.0
경기,부천시,2018년,04월,0.0
경기,부천시,2018년,05월,2.0
경기,부천시,2018년,06월,0.0
경기,부천시,2018년,07월,3.0
경기,부천시,2018년,08월,4.0
경기,부천시,2018년,09월,4.0
경기,부천시,2018년,10월,2.0
경기,부천시,2018년,11월,0.0
경기,부천시,2018년,12월,3.0
경기,부천시,2019년,01월,2.0
경기,부천시,2019년,02월,2.0
경기,부천시,2019년,03월,2.0
경기,부천시,2019년,04월,3.0
경기,부천시,2019년,05월,2.0
경기,부천시,2019년,06월,0.0
경기,부천시,2019년,07월,1.0
경기,부천시,2019년,08월,3.0
경기,부천시,2019년,09월,1.0
경기,부천시,2019년,10월,1.0
경기,부천시,2019년,11월,0.0
경기,부천시,2019년,12월,6.0
경기,부천시,2020년,01월,1.0
경기,부천시,2020년,02월,5.0
경기,부천시,2020년,03월,4.0
경기,부천시,2020년,04월,0.0
경기,부천시,2020년,05월,1.0
경기,부천시,2020년,06월,1.0
경기,부천시,2020년,07월,0.0
경기,부천시,2020년,08월,1.0
경기,부천시,2020년,09월,4.0
경기,부천시,2020년,10월,2.0
경기,부천시,2020년,11월,1.0
경기,부천시,2020년,12월,3.0
경기,안산시,2018년,01월,9.0
경기,안산시,2018년,02월,4.0
경기,안산시,2018년,03월,2.0
경기,안산시,2018년,04월,4.0
경기,안산시,2018년,05월,4.0
경기,안산시,2018년,06월,2.0
경기,안산시,2018년,07월,3.0
경기,안산시,2018년,08월,4.0
경기,안산시,2018년,09월,3.0
경기,안산시,2018년,10월,3.0
경기,안산시,2018년,11월,1.0
경기,안산시,2018년,12월,3.0
경기,안산시,2019년,01월,4.0
경기,안산시,2019년,02월,3.0
경기,안산시,2019년,03월,1.0
경기,안산시,2019년,04월,0.0
경기,안산시,2019년,05월,3.0
경기,안산시,2019년,06월,1.0
경기,안산시,2019년,07월,1.0
경기,안산시,2019년,08월,2.0
경기,안산시,2019년,09월,2.0
경기,안산시,2019년,10월,5.0
경기,안산시,2019년,11월,1.0
경기,안산시,2019년,12월,4.0
경기,안산시,2020년,01월,5.0
경기,안산시,2020년,02월,2.0
경기,안산시,2020년,03월,2.0
경기,안산시,2020년,04월,2.0
경기,안산시,2020년,05월,1.0
경기,안산시,2020년,06월,2.0
경기,안산시,2020년,07월,3.0
경기,안산시,2020년,08월,5.0
경기,안산시,2020년,09월,2.0
경기,안산시,2020년,10월,5.0
경기,안산시,2020년,11월,3.0
경기,안산시,2020년,12월,3.0
경기,평택시,2018년,01월,4.0
경기,평택시,2018년,02월,3.0
경기,평택시,2018년,03월,5.0
경기,평택시,2018년,04월,6.0
경기,평택시,2018년,05월,3.0
경기,평택시,2018년,06월,3.0
경기,평택시,2018년,07월,3.0
경기,평택시,2018년,08월,7.0
경기,평택시,2018년,09월,4.0
경기,평택시,2018년,10월,4.0
경기,평택시,2018년,11월,3.0
경기,평택시,2018년,12월,6.0
경기,평택시,2019년,01월,7.0
경기,평택시,2019년,02월,2.0
경기,평택시,2019년,03월,3.0
경기,평택시,2019년,04월,3.0
경기,평택시,2019년,05월,3.0
경기,평택시,2019년,06월,10.0
경기,평택시,2019년,07월,5.0
경기,평택시,2019년,08월,2.0
경기,평택시,2019년,09월,4.0
경기,평택시,2019년,10월,7.0
경기,평택시,2019년,11월,1.0
경기,평택시,2019년,12월,4.0
경기,평택시,2020년,01월,2.0
경기,평택시,2020년,02월,4.0
경기,평택시,2020년,03월,2.0
경기,평택시,2020년,04월,3.0
경기,평택시,2020년,05월,2.0
경기,평택시,2020년,06월,4.0
경기,평택시,2020년,07월,5.0
경기,평택시,2020년,08월,4.0
경기,평택시,2020년,09월,6.0
경기,평택시,2020년,10월,6.0
경기,평택시,2020년,11월,1.0
경기,평택시,2020년,12월,2.0
경기,광명시,2018년,01월,0.0
경기,광명시,2018년,02월,3.0
경기,광명시,2018년,03월,2.0
경기,광명시,2018년,04월,1.0
경기,광명시,2018년,05월,0.0
경기,광명시,2018년,06월,2.0
경기,광명시,2018년,07월,0.0
경기,광명시,2018년,08월,0.0
경기,광명시,2018년,09월,0.0
경기,광명시,2018년,10월,2.0
경기,광명시,2018년,11월,2.0
경기,광명시,2018년,12월,0.0
경기,광명시,2019년,01월,2.0
