시도,시군구,연도,월,부상자수
경북,포항시,2018년,04월,343.0
경북,포항시,2018년,05월,359.0
경북,포항시,2018년,06월,275.0
경북,포항시,2018년,07월,351.0
경북,포항시,2018년,08월,375.0
경북,포항시,2018년,09월,341.0
경북,포항시,2018년,10월,387.0
경북,포항시,2018년,11월,329.0
경북,포항시,2018년,12월,328.0
경북,포항시,2019년,01월,311.0
경북,포항시,2019년,02월,269.0
경북,포항시,2019년,03월,352.0
경북,포항시,2019년,04월,332.0
경북,포항시,2019년,05월,418.0
경북,포항시,2019년,06월,356.0
경북,포항시,2019년,07월,359.0
경북,포항시,2019년,08월,349.0
경북,포항시,2019년,09월,355.0
경북,포항시,2019년,10월,411.0
경북,포항시,2019년,11월,393.0
경북,포항시,2019년,12월,364.0
경북,포항시,2020년,01월,306.0
경북,포항시,2020년,02월,276.0
경북,포항시,2020년,03월,225.0
경북,포항시,2020년,04월,278.0
경북,포항시,2020년,05월,369.0
경북,포항시,2020년,06월,391.0
경북,포항시,2020년,07월,368.0
경북,포항시,2020년,08월,344.0
경북,포항시,2020년,09월,288.0
경북,포항시,2020년,10월,377.0
경북,포항시,2020년,11월,328.0
경북,포항시,2020년,12월,337.0
경북,경주시,2018년,01월,167.0
경북,경주시,2018년,02월,161.0
경북,경주시,2018년,03월,177.0
경북,경주시,2018년,04월,292.0
경북,경주시,2018년,05월,209.0
경북,경주시,2018년,06월,156.0
경북,경주시,2018년,07월,230.0
경북,경주시,2018년,08월,239.0
경북,경주시,2018년,09월,235.0
경북,경주시,2018년,10월,231.0
경북,경주시,2018년,11월,220.0
경북,경주시,2018년,12월,212.0
경북,경주시,2019년,01월,223.0
경북,경주시,2019년,02월,157.0
경북,경주시,2019년,03월,188.0
경북,경주시,2019년,04월,244.0
경북,경주시,2019년,05월,278.0
경북,경주시,2019년,06월,240.0
경북,경주시,2019년,07월,247.0
경북,경주시,2019년,08월,233.0
경북,경주시,2019년,09월,181.0
경북,경주시,2019년,10월,259.0
경북,경주시,2019년,11월,242.0
경북,경주시,2019년,12월,222.0
경북,경주시,2020년,01월,188.0
경북,경주시,2020년,02월,134.0
경북,경주시,2020년,03월,137.0
경북,경주시,2020년,04월,143.0
경북,경주시,2020년,05월,150.0
경북,경주시,2020년,06월,175.0
경북,경주시,2020년,07월,166.0
경북,경주시,2020년,08월,179.0
경북,경주시,2020년,09월,127.0
경북,경주시,2020년,10월,181.0
경북,경주시,2020년,11월,179.0
경북,경주시,2020년,12월,155.0
경북,김천시,2018년,01월,63.0
경북,김천시,2018년,02월,45.0
경북,김천시,2018년,03월,86.0
경북,김천시,2018년,04월,64.0
경북,김천시,2018년,05월,60.0
경북,김천시,2018년,06월,86.0
경북,김천시,2018년,07월,60.0
경북,김천시,2018년,08월,81.0
경북,김천시,2018년,09월,62.0
경북,김천시,2018년,10월,87.0
경북,김천시,2018년,11월,71.0
경북,김천시,2018년,12월,65.0
경북,김천시,2019년,01월,62.0
경북,김천시,2019년,02월,60.0
경북,김천시,2019년,03월,94.0
경북,김천시,2019년,04월,87.0
경북,김천시,2019년,05월,92.0
경북,김천시,2019년,06월,81.0
경북,김천시,2019년,07월,65.0
경북,김천시,2019년,08월,82.0
경북,김천시,2019년,09월,77.0
경북,김천시,2019년,10월,85.0
경북,김천시,2019년,11월,90.0
경북,김천시,2019년,12월,77.0
경북,김천시,2020년,01월,62.0
경북,김천시,2020년,02월,48.0
경북,김천시,2020년,03월,48.0
경북,김천시,2020년,04월,45.0
경북,김천시,2020년,05월,74.0
경북,김천시,2020년,06월,59.0
경북,김천시,2020년,07월,68.0
경북,김천시,2020년,08월,66.0
경북,김천시,2020년,09월,80.0
경북,김천시,2020년,10월,88.0
경북,김천시,2020년,11월,56.0
경북,김천시,2020년,12월,36.0
경북,안동시,2018년,01월,114.0
경북,안동시,2018년,02월,106.0
경북,안동시,2018년,03월,90.0
경북,안동시,2018년,04월,131.0
경북,안동시,2018년,05월,127.0
경북,안동시,2018년,06월,129.0
경북,안동시,2018년,07월,116.0
경북,안동시,2018년,08월,117.0
경북,안동시,2018년,09월,129.0
경북,안동시,2018년,10월,133.0
경북,안동시,2018년,11월,136.0
경북,안동시,2018년,12월,102.0
경북,안동시,2019년,01월,115.0
경북,안동시,2019년,02월,99.0
경북,안동시,2019년,03월,122.0
경북,안동시,2019년,04월,132.0
경북,안동시,2019년,05월,141.0
경북,안동시,2019년,06월,145.0
경북,안동시,2019년,07월,113.0
경북,안동시,2019년,08월,148.0
경북,안동시,2019년,09월,139.0
경북,안동시,2019년,10월,161.0
경북,안동시,2019년,11월,139.0
경북,안동시,2019년,12월,108.0
경북,안동시,2020년,01월,123.0
경북,안동시,2020년,02월,95.0
경북,안동시,2020년,03월,87.0
경북,안동시,2020년,04월,107.0
경북,안동시,2020년,05월,115.0
경북,안동시,2020년,06월,125.0
경북,안동시,2020년,07월,140.0
경북,안동시,2020년,08월,142.0
경북,안동시,2020년,09월,166.0
경북,안동시,2020년,10월,125.0
경북,안동시,2020년,11월,141.0
경북,안동시,2020년,12월,104.0
경북,구미시,2018년,01월,205.0
경북,구미시,2018년,02월,206.0
경북,구미시,2018년,03월,234.0
경북,구미시,2018년,04월,254.0
경북,구미시,2018년,05월,239.0
경북,구미시,2018년,06월,235.0
경북,구미시,2018년,07월,293.0
경북,구미시,2018년,08월,259.0
경북,구미시,2018년,09월,274.0
경북,구미시,2018년,10월,200.0
경북,구미시,2018년,11월,220.0
경북,구미시,2018년,12월,217.0
경북,구미시,2019년,01월,180.0
경북,구미시,2019년,02월,240.0
경북,구미시,2019년,03월,260.0
경북,구미시,2019년,04월,236.0
경북,구미시,2019년,05월,280.0
경북,구미시,2019년,06월,267.0
경북,구미시,2019년,07월,210.0
경북,구미시,2019년,08월,225.0
경북,구미시,2019년,09월,281.0
경북,구미시,2019년,10월,266.0
경북,구미시,2019년,11월,311.0
경북,구미시,2019년,12월,233.0
경북,구미시,2020년,01월,211.0
경북,구미시,2020년,02월,146.0
경북,구미시,2020년,03월,165.0
경북,구미시,2020년,04월,192.0
경북,구미시,2020년,05월,194.0
경북,구미시,2020년,06월,193.0
경북,구미시,2020년,07월,228.0
경북,구미시,2020년,08월,231.0
경북,구미시,2020년,09월,207.0
경북,구미시,2020년,10월,218.0
경북,구미시,2020년,11월,220.0
경북,구미시,2020년,12월,224.0
경북,영주시,2018년,01월,58.0
경북,영주시,2018년,02월,56.0
경북,영주시,2018년,03월,31.0
경북,영주시,2018년,04월,62.0
경북,영주시,2018년,05월,67.0
경북,영주시,2018년,06월,66.0
경북,영주시,2018년,07월,64.0
경북,영주시,2018년,08월,64.0
경북,영주시,2018년,09월,88.0
경북,영주시,2018년,10월,83.0
경북,영주시,2018년,11월,65.0
경북,영주시,2018년,12월,56.0
경북,영주시,2019년,01월,61.0
경북,영주시,2019년,02월,30.0
경북,영주시,2019년,03월,50.0
경북,영주시,2019년,04월,77.0
경북,영주시,2019년,05월,61.0
경북,영주시,2019년,06월,66.0
경북,영주시,2019년,07월,48.0
경북,영주시,2019년,08월,80.0
경북,영주시,2019년,09월,47.0
경북,영주시,2019년,10월,80.0
경북,영주시,2019년,11월,65.0
경북,영주시,2019년,12월,76.0
경북,영주시,2020년,01월,52.0
경북,영주시,2020년,02월,29.0
경북,영주시,2020년,03월,49.0
경북,영주시,2020년,04월,42.0
경북,영주시,2020년,05월,41.0
경북,영주시,2020년,06월,36.0
경북,영주시,2020년,07월,35.0
경북,영주시,2020년,08월,61.0
경북,영주시,2020년,09월,54.0
경북,영주시,2020년,10월,52.0
경북,영주시,2020년,11월,53.0
경북,영주시,2020년,12월,46.0
경북,영천시,2018년,01월,89.0
경북,영천시,2018년,02월,96.0
경북,영천시,2018년,03월,91.0
경북,영천시,2018년,04월,82.0
경북,영천시,2018년,05월,108.0
경북,영천시,2018년,06월,98.0
경북,영천시,2018년,07월,103.0
경북,영천시,2018년,08월,118.0
경북,영천시,2018년,09월,97.0
경북,영천시,2018년,10월,123.0
경북,영천시,2018년,11월,97.0
경북,영천시,2018년,12월,126.0
경북,영천시,2019년,01월,85.0
경북,영천시,2019년,02월,95.0
경북,영천시,2019년,03월,104.0
경북,영천시,2019년,04월,95.0
경북,영천시,2019년,05월,107.0
경북,영천시,2019년,06월,112.0
경북,영천시,2019년,07월,148.0
경북,영천시,2019년,08월,128.0
경북,영천시,2019년,09월,147.0
경북,영천시,2019년,10월,118.0
경북,영천시,2019년,11월,121.0
경북,영천시,2019년,12월,91.0
경북,영천시,2020년,01월,82.0
경북,영천시,2020년,02월,96.0
경북,영천시,2020년,03월,72.0
경북,영천시,2020년,04월,86.0
경북,영천시,2020년,05월,88.0
경북,영천시,2020년,06월,89.0
경북,영천시,2020년,07월,119.0
경북,영천시,2020년,08월,96.0
경북,영천시,2020년,09월,131.0
경북,영천시,2020년,10월,123.0
경북,영천시,2020년,11월,130.0
경북,영천시,2020년,12월,77.0
경북,문경시,2018년,01월,66.0
경북,문경시,2018년,02월,58.0
경북,문경시,2018년,03월,37.0
경북,문경시,2018년,04월,71.0
경북,문경시,2018년,05월,59.0
경북,문경시,2018년,06월,55.0
경북,문경시,2018년,07월,62.0
경북,문경시,2018년,08월,69.0
경북,문경시,2018년,09월,80.0
경북,문경시,2018년,10월,67.0
경북,문경시,2018년,11월,55.0
경북,문경시,2018년,12월,53.0
경북,문경시,2019년,01월,50.0
경북,문경시,2019년,02월,53.0
경북,문경시,2019년,03월,30.0
경북,문경시,2019년,04월,50.0
경북,문경시,2019년,05월,61.0
경북,문경시,2019년,06월,58.0
경북,문경시,2019년,07월,65.0
경북,문경시,2019년,08월,54.0
경북,문경시,2019년,09월,56.0
경북,문경시,2019년,10월,63.0
경북,문경시,2019년,11월,56.0
경북,문경시,2019년,12월,35.0
경북,문경시,2020년,01월,52.0
경북,문경시,2020년,02월,30.0
경북,문경시,2020년,03월,29.0
경북,문경시,2020년,04월,45.0
경북,문경시,2020년,05월,44.0
경북,문경시,2020년,06월,57.0
경북,문경시,2020년,07월,57.0
경북,문경시,2020년,08월,71.0
경북,문경시,2020년,09월,33.0
경북,문경시,2020년,10월,32.0
경북,문경시,2020년,11월,45.0
경북,문경시,2020년,12월,27.0
경북,상주시,2018년,01월,47.0
경북,상주시,2018년,02월,66.0
경북,상주시,2018년,03월,64.0
경북,상주시,2018년,04월,66.0
경북,상주시,2018년,05월,82.0
경북,상주시,2018년,06월,78.0
경북,상주시,2018년,07월,64.0
경북,상주시,2018년,08월,80.0
경북,상주시,2018년,09월,99.0
경북,상주시,2018년,10월,91.0
경북,상주시,2018년,11월,57.0
경북,상주시,2018년,12월,60.0
경북,상주시,2019년,01월,54.0
경북,상주시,2019년,02월,33.0
경북,상주시,2019년,03월,58.0
경북,상주시,2019년,04월,84.0
경북,상주시,2019년,05월,82.0
경북,상주시,2019년,06월,93.0
경북,상주시,2019년,07월,63.0
경북,상주시,2019년,08월,85.0
경북,상주시,2019년,09월,85.0
경북,상주시,2019년,10월,96.0
경북,상주시,2019년,11월,89.0
경북,상주시,2019년,12월,71.0
경북,상주시,2020년,01월,58.0
경북,상주시,2020년,02월,54.0
경북,상주시,2020년,03월,34.0
경북,상주시,2020년,04월,58.0
경북,상주시,2020년,05월,69.0
경북,상주시,2020년,06월,74.0
경북,상주시,2020년,07월,66.0
경북,상주시,2020년,08월,83.0
경북,상주시,2020년,09월,60.0
경북,상주시,2020년,10월,86.0
경북,상주시,2020년,11월,77.0
경북,상주시,2020년,12월,63.0
경북,군위군,2018년,01월,2.0
경북,군위군,2018년,02월,3.0
경북,군위군,2018년,03월,9.0
경북,군위군,2018년,04월,13.0
경북,군위군,2018년,05월,11.0
경북,군위군,2018년,06월,10.0
경북,군위군,2018년,07월,12.0
경북,군위군,2018년,08월,17.0
경북,군위군,2018년,09월,11.0
경북,군위군,2018년,10월,14.0
경북,군위군,2018년,11월,23.0
경북,군위군,2018년,12월,12.0
경북,군위군,2019년,01월,6.0
경북,군위군,2019년,02월,7.0
경북,군위군,2019년,03월,12.0
경북,군위군,2019년,04월,8.0
경북,군위군,2019년,05월,27.0
경북,군위군,2019년,06월,14.0
경북,군위군,2019년,07월,21.0
경북,군위군,2019년,08월,22.0
경북,군위군,2019년,09월,15.0
경북,군위군,2019년,10월,21.0
경북,군위군,2019년,11월,15.0
경북,군위군,2019년,12월,59.0
경북,군위군,2020년,01월,6.0
경북,군위군,2020년,02월,10.0
경북,군위군,2020년,03월,8.0
경북,군위군,2020년,04월,11.0
경북,군위군,2020년,05월,9.0
경북,군위군,2020년,06월,26.0
경북,군위군,2020년,07월,20.0
경북,군위군,2020년,08월,15.0
경북,군위군,2020년,09월,15.0
경북,군위군,2020년,10월,8.0
경북,군위군,2020년,11월,17.0
경북,군위군,2020년,12월,12.0
경북,의성군,2018년,01월,27.0
경북,의성군,2018년,02월,20.0
경북,의성군,2018년,03월,32.0
경북,의성군,2018년,04월,22.0
경북,의성군,2018년,05월,28.0
경북,의성군,2018년,06월,42.0
경북,의성군,2018년,07월,33.0
경북,의성군,2018년,08월,35.0
경북,의성군,2018년,09월,15.0
경북,의성군,2018년,10월,39.0
경북,의성군,2018년,11월,43.0
경북,의성군,2018년,12월,15.0
경북,의성군,2019년,01월,18.0
경북,의성군,2019년,02월,11.0
경북,의성군,2019년,03월,29.0
경북,의성군,2019년,04월,15.0
경북,의성군,2019년,05월,21.0
경북,의성군,2019년,06월,22.0
경북,의성군,2019년,07월,33.0
경북,의성군,2019년,08월,28.0
경북,의성군,2019년,09월,29.0
경북,의성군,2019년,10월,42.0
경북,의성군,2019년,11월,54.0
경북,의성군,2019년,12월,32.0
경북,의성군,2020년,01월,27.0
경북,의성군,2020년,02월,8.0
경북,의성군,2020년,03월,14.0
경북,의성군,2020년,04월,17.0
경북,의성군,2020년,05월,31.0
경북,의성군,2020년,06월,32.0
경북,의성군,2020년,07월,42.0
경북,의성군,2020년,08월,38.0
경북,의성군,2020년,09월,33.0
경북,의성군,2020년,10월,46.0
경북,의성군,2020년,11월,39.0
경북,의성군,2020년,12월,11.0
경북,청송군,2018년,01월,7.0
경북,청송군,2018년,02월,9.0
경북,청송군,2018년,03월,7.0
경북,청송군,2018년,04월,14.0
경북,청송군,2018년,05월,14.0
경북,청송군,2018년,06월,17.0
경북,청송군,2018년,07월,17.0
경북,청송군,2018년,08월,5.0
경북,청송군,2018년,09월,12.0
경북,청송군,2018년,10월,18.0
경북,청송군,2018년,11월,10.0
경북,청송군,2018년,12월,12.0
경북,청송군,2019년,01월,4.0
경북,청송군,2019년,02월,9.0
경북,청송군,2019년,03월,4.0
경북,청송군,2019년,04월,10.0
경북,청송군,2019년,05월,9.0
경북,청송군,2019년,06월,16.0
경북,청송군,2019년,07월,7.0
경북,청송군,2019년,08월,11.0
경북,청송군,2019년,09월,10.0
경북,청송군,2019년,10월,18.0
경북,청송군,2019년,11월,20.0
경북,청송군,2019년,12월,8.0
경북,청송군,2020년,01월,13.0
경북,청송군,2020년,02월,7.0
경북,청송군,2020년,03월,2.0
경북,청송군,2020년,04월,4.0
경북,청송군,2020년,05월,10.0
경북,청송군,2020년,06월,5.0
경북,청송군,2020년,07월,10.0
경북,청송군,2020년,08월,11.0
경북,청송군,2020년,09월,2.0
경북,청송군,2020년,10월,9.0
경북,청송군,2020년,11월,7.0
경북,청송군,2020년,12월,1.0
경북,영양군,2018년,01월,6.0
경북,영양군,2018년,02월,7.0
경북,영양군,2018년,03월,3.0
경북,영양군,2018년,04월,10.0
경북,영양군,2018년,05월,9.0
경북,영양군,2018년,06월,10.0
경북,영양군,2018년,07월,12.0
경북,영양군,2018년,08월,27.0
경북,영양군,2018년,09월,23.0
경북,영양군,2018년,10월,2.0
경북,영양군,2018년,11월,2.0
경북,영양군,2018년,12월,7.0
경북,영양군,2019년,01월,6.0
경북,영양군,2019년,02월,3.0
경북,영양군,2019년,03월,3.0
경북,영양군,2019년,04월,6.0
경북,영양군,2019년,05월,22.0
경북,영양군,2019년,06월,10.0
경북,영양군,2019년,07월,4.0
경북,영양군,2019년,08월,12.0
경북,영양군,2019년,09월,10.0
경북,영양군,2019년,10월,6.0
경북,영양군,2019년,11월,6.0
경북,영양군,2019년,12월,7.0
경북,영양군,2020년,01월,10.0
경북,영양군,2020년,02월,6.0
경북,영양군,2020년,03월,5.0
경북,영양군,2020년,04월,8.0
경북,영양군,2020년,05월,7.0
경북,영양군,2020년,06월,7.0
경북,영양군,2020년,07월,6.0
경북,영양군,2020년,08월,13.0
경북,영양군,2020년,09월,11.0
경북,영양군,2020년,10월,15.0
경북,영양군,2020년,11월,13.0
경북,영양군,2020년,12월,13.0
경북,영덕군,2018년,01월,44.0
경북,영덕군,2018년,02월,16.0
경북,영덕군,2018년,03월,18.0
경북,영덕군,2018년,04월,48.0
경북,영덕군,2018년,05월,28.0
경북,영덕군,2018년,06월,38.0
경북,영덕군,2018년,07월,51.0
경북,영덕군,2018년,08월,38.0
경북,영덕군,2018년,09월,41.0
경북,영덕군,2018년,10월,52.0
경북,영덕군,2018년,11월,27.0
경북,영덕군,2018년,12월,39.0
경북,영덕군,2019년,01월,30.0
경북,영덕군,2019년,02월,16.0
경북,영덕군,2019년,03월,36.0
경북,영덕군,2019년,04월,27.0
경북,영덕군,2019년,05월,29.0
경북,영덕군,2019년,06월,36.0
경북,영덕군,2019년,07월,31.0
경북,영덕군,2019년,08월,36.0
경북,영덕군,2019년,09월,22.0
경북,영덕군,2019년,10월,19.0
경북,영덕군,2019년,11월,29.0
경북,영덕군,2019년,12월,33.0
경북,영덕군,2020년,01월,31.0
경북,영덕군,2020년,02월,24.0
경북,영덕군,2020년,03월,19.0
경북,영덕군,2020년,04월,31.0
경북,영덕군,2020년,05월,33.0
경북,영덕군,2020년,06월,39.0
경북,영덕군,2020년,07월,47.0
경북,영덕군,2020년,08월,61.0
경북,영덕군,2020년,09월,27.0
경북,영덕군,2020년,10월,32.0
경북,영덕군,2020년,11월,29.0
경북,영덕군,2020년,12월,23.0
경북,청도군,2018년,01월,24.0
경북,청도군,2018년,02월,24.0
경북,청도군,2018년,03월,43.0
경북,청도군,2018년,04월,24.0
경북,청도군,2018년,05월,33.0
경북,청도군,2018년,06월,28.0
경북,청도군,2018년,07월,40.0
경북,청도군,2018년,08월,33.0
경북,청도군,2018년,09월,40.0
경북,청도군,2018년,10월,31.0
경북,청도군,2018년,11월,29.0
경북,청도군,2018년,12월,12.0
경북,청도군,2019년,01월,27.0
경북,청도군,2019년,02월,17.0
경북,청도군,2019년,03월,21.0
경북,청도군,2019년,04월,14.0
경북,청도군,2019년,05월,23.0
경북,청도군,2019년,06월,32.0
경북,청도군,2019년,07월,20.0
경북,청도군,2019년,08월,51.0
경북,청도군,2019년,09월,18.0
경북,청도군,2019년,10월,31.0
경북,청도군,2019년,11월,31.0
경북,청도군,2019년,12월,38.0
경북,청도군,2020년,01월,16.0
경북,청도군,2020년,02월,10.0
경북,청도군,2020년,03월,18.0
경북,청도군,2020년,04월,21.0
경북,청도군,2020년,05월,33.0
경북,청도군,2020년,06월,32.0
경북,청도군,2020년,07월,9.0
경북,청도군,2020년,08월,24.0
경북,청도군,2020년,09월,32.0
경북,청도군,2020년,10월,34.0
경북,청도군,2020년,11월,19.0
경북,청도군,2020년,12월,13.0
경북,고령군,2018년,01월,33.0
경북,고령군,2018년,02월,19.0
경북,고령군,2018년,03월,16.0
경북,고령군,2018년,04월,13.0
경북,고령군,2018년,05월,37.0
경북,고령군,2018년,06월,35.0
경북,고령군,2018년,07월,17.0
경북,고령군,2018년,08월,14.0
경북,고령군,2018년,09월,31.0
경북,고령군,2018년,10월,31.0
경북,고령군,2018년,11월,19.0
경북,고령군,2018년,12월,12.0
경북,고령군,2019년,01월,11.0
경북,고령군,2019년,02월,24.0
경북,고령군,2019년,03월,22.0
경북,고령군,2019년,04월,22.0
경북,고령군,2019년,05월,34.0
경북,고령군,2019년,06월,9.0
경북,고령군,2019년,07월,16.0
경북,고령군,2019년,08월,22.0
경북,고령군,2019년,09월,20.0
경북,고령군,2019년,10월,24.0
경북,고령군,2019년,11월,15.0
경북,고령군,2019년,12월,23.0
경북,고령군,2020년,01월,20.0
경북,고령군,2020년,02월,20.0
경북,고령군,2020년,03월,13.0
경북,고령군,2020년,04월,13.0
경북,고령군,2020년,05월,25.0
경북,고령군,2020년,06월,21.0
경북,고령군,2020년,07월,10.0
경북,고령군,2020년,08월,15.0
경북,고령군,2020년,09월,22.0
경북,고령군,2020년,10월,26.0
경북,고령군,2020년,11월,21.0
경북,고령군,2020년,12월,13.0
경북,성주군,2018년,01월,30.0
경북,성주군,2018년,02월,26.0
경북,성주군,2018년,03월,20.0
경북,성주군,2018년,04월,36.0
경북,성주군,2018년,05월,36.0
경북,성주군,2018년,06월,31.0
경북,성주군,2018년,07월,38.0
경북,성주군,2018년,08월,47.0
경북,성주군,2018년,09월,53.0
경북,성주군,2018년,10월,21.0
경북,성주군,2018년,11월,30.0
경북,성주군,2018년,12월,28.0
경북,성주군,2019년,01월,31.0
경북,성주군,2019년,02월,25.0
경북,성주군,2019년,03월,35.0
경북,성주군,2019년,04월,43.0
경북,성주군,2019년,05월,36.0
경북,성주군,2019년,06월,24.0
경북,성주군,2019년,07월,53.0
경북,성주군,2019년,08월,33.0
경북,성주군,2019년,09월,29.0
경북,성주군,2019년,10월,34.0
경북,성주군,2019년,11월,36.0
경북,성주군,2019년,12월,37.0
경북,성주군,2020년,01월,32.0
경북,성주군,2020년,02월,23.0
경북,성주군,2020년,03월,22.0
경북,성주군,2020년,04월,24.0
경북,성주군,2020년,05월,31.0
경북,성주군,2020년,06월,50.0
경북,성주군,2020년,07월,29.0
경북,성주군,2020년,08월,41.0
경북,성주군,2020년,09월,15.0
경북,성주군,2020년,10월,41.0
경북,성주군,2020년,11월,37.0
경북,성주군,2020년,12월,27.0
경북,칠곡군,2018년,01월,72.0
경북,칠곡군,2018년,02월,90.0
경북,칠곡군,2018년,03월,100.0
경북,칠곡군,2018년,04월,93.0
경북,칠곡군,2018년,05월,88.0
경북,칠곡군,2018년,06월,110.0
경북,칠곡군,2018년,07월,92.0
경북,칠곡군,2018년,08월,123.0
경북,칠곡군,2018년,09월,70.0
경북,칠곡군,2018년,10월,79.0
경북,칠곡군,2018년,11월,104.0
경북,칠곡군,2018년,12월,81.0
경북,칠곡군,2019년,01월,81.0
경북,칠곡군,2019년,02월,70.0
경북,칠곡군,2019년,03월,83.0
경북,칠곡군,2019년,04월,111.0
경북,칠곡군,2019년,05월,146.0
경북,칠곡군,2019년,06월,112.0
경북,칠곡군,2019년,07월,78.0
경북,칠곡군,2019년,08월,148.0
경북,칠곡군,2019년,09월,87.0
경북,칠곡군,2019년,10월,113.0
경북,칠곡군,2019년,11월,104.0
경북,칠곡군,2019년,12월,103.0
경북,칠곡군,2020년,01월,73.0
경북,칠곡군,2020년,02월,65.0
경북,칠곡군,2020년,03월,89.0
경북,칠곡군,2020년,04월,87.0
경북,칠곡군,2020년,05월,111.0
경북,칠곡군,2020년,06월,105.0
경북,칠곡군,2020년,07월,93.0
경북,칠곡군,2020년,08월,86.0
경북,칠곡군,2020년,09월,94.0
경북,칠곡군,2020년,10월,125.0
경북,칠곡군,2020년,11월,92.0
경북,칠곡군,2020년,12월,115.0
경북,예천군,2018년,01월,16.0
경북,예천군,2018년,02월,26.0
경북,예천군,2018년,03월,13.0
경북,예천군,2018년,04월,17.0
경북,예천군,2018년,05월,20.0
경북,예천군,2018년,06월,28.0
경북,예천군,2018년,07월,19.0
경북,예천군,2018년,08월,26.0
경북,예천군,2018년,09월,19.0
경북,예천군,2018년,10월,36.0
경북,예천군,2018년,11월,13.0
경북,예천군,2018년,12월,26.0
경북,예천군,2019년,01월,22.0
경북,예천군,2019년,02월,19.0
경북,예천군,2019년,03월,25.0
경북,예천군,2019년,04월,26.0
경북,예천군,2019년,05월,27.0
경북,예천군,2019년,06월,16.0
경북,예천군,2019년,07월,31.0
경북,예천군,2019년,08월,25.0
경북,예천군,2019년,09월,19.0
경북,예천군,2019년,10월,30.0
경북,예천군,2019년,11월,47.0
경북,예천군,2019년,12월,19.0
경북,예천군,2020년,01월,12.0
경북,예천군,2020년,02월,32.0
경북,예천군,2020년,03월,22.0
경북,예천군,2020년,04월,27.0
경북,예천군,2020년,05월,21.0
경북,예천군,2020년,06월,16.0
경북,예천군,2020년,07월,29.0
경북,예천군,2020년,08월,26.0
경북,예천군,2020년,09월,24.0
경북,예천군,2020년,10월,27.0
경북,예천군,2020년,11월,23.0
경북,예천군,2020년,12월,16.0
경북,봉화군,2018년,01월,21.0
경북,봉화군,2018년,02월,22.0
경북,봉화군,2018년,03월,11.0
경북,봉화군,2018년,04월,22.0
경북,봉화군,2018년,05월,30.0
경북,봉화군,2018년,06월,10.0
경북,봉화군,2018년,07월,25.0
경북,봉화군,2018년,08월,29.0
경북,봉화군,2018년,09월,17.0
경북,봉화군,2018년,10월,18.0
경북,봉화군,2018년,11월,31.0
경북,봉화군,2018년,12월,21.0
경북,봉화군,2019년,01월,20.0
경북,봉화군,2019년,02월,11.0
경북,봉화군,2019년,03월,11.0
경북,봉화군,2019년,04월,20.0
경북,봉화군,2019년,05월,32.0
경북,봉화군,2019년,06월,22.0
경북,봉화군,2019년,07월,24.0
경북,봉화군,2019년,08월,21.0
경북,봉화군,2019년,09월,13.0
경북,봉화군,2019년,10월,20.0
경북,봉화군,2019년,11월,25.0
경북,봉화군,2019년,12월,20.0
경북,봉화군,2020년,01월,12.0
경북,봉화군,2020년,02월,12.0
경북,봉화군,2020년,03월,19.0
경북,봉화군,2020년,04월,14.0
경북,봉화군,2020년,05월,17.0
경북,봉화군,2020년,06월,24.0
경북,봉화군,2020년,07월,9.0
경북,봉화군,2020년,08월,17.0
경북,봉화군,2020년,09월,14.0
경북,봉화군,2020년,10월,26.0
경북,봉화군,2020년,11월,14.0
경북,봉화군,2020년,12월,18.0
경북,울진군,2018년,01월,9.0
경북,울진군,2018년,02월,12.0
경북,울진군,2018년,03월,7.0
경북,울진군,2018년,04월,21.0
경북,울진군,2018년,05월,17.0
경북,울진군,2018년,06월,23.0
경북,울진군,2018년,07월,18.0
경북,울진군,2018년,08월,22.0
경북,울진군,2018년,09월,11.0
경북,울진군,2018년,10월,15.0
경북,울진군,2018년,11월,24.0
경북,울진군,2018년,12월,25.0
경북,울진군,2019년,01월,25.0
경북,울진군,2019년,02월,15.0
경북,울진군,2019년,03월,14.0
경북,울진군,2019년,04월,24.0
경북,울진군,2019년,05월,16.0
경북,울진군,2019년,06월,26.0
경북,울진군,2019년,07월,22.0
경북,울진군,2019년,08월,24.0
경북,울진군,2019년,09월,26.0
경북,울진군,2019년,10월,16.0
경북,울진군,2019년,11월,8.0
경북,울진군,2019년,12월,19.0
경북,울진군,2020년,01월,15.0
경북,울진군,2020년,02월,12.0
경북,울진군,2020년,03월,10.0
경북,울진군,2020년,04월,11.0
경북,울진군,2020년,05월,18.0
경북,울진군,2020년,06월,11.0
경북,울진군,2020년,07월,16.0
경북,울진군,2020년,08월,10.0
경북,울진군,2020년,09월,10.0
경북,울진군,2020년,10월,32.0
경북,울진군,2020년,11월,20.0
경북,울진군,2020년,12월,5.0
경북,경산시,2018년,01월,109.0
경북,경산시,2018년,02월,78.0
경북,경산시,2018년,03월,133.0
경북,경산시,2018년,04월,133.0
경북,경산시,2018년,05월,156.0
경북,경산시,2018년,06월,126.0
경북,경산시,2018년,07월,145.0
경북,경산시,2018년,08월,112.0
경북,경산시,2018년,09월,115.0
경북,경산시,2018년,10월,135.0
경북,경산시,2018년,11월,119.0
경북,경산시,2018년,12월,132.0
경북,경산시,2019년,01월,100.0
경북,경산시,2019년,02월,107.0
경북,경산시,2019년,03월,133.0
